,device_id,primary_port,vlan_id
170,0,1,223
171,0,1,224
172,0,1,225
173,0,1,227
174,0,1,228
175,0,1,229
176,0,1,231
177,0,1,232
178,0,1,233
179,0,1,235
180,0,1,236
181,0,1,237
182,0,1,238
183,0,1,239
184,0,1,240
185,0,1,244
186,0,1,245
187,0,1,246
188,0,1,247
189,0,1,248
190,0,1,249
191,0,1,250
192,0,1,251
193,0,1,253
194,0,1,254
195,0,1,255
196,0,1,256
197,0,1,258
198,0,1,259
199,0,1,260
200,0,1,262
201,0,1,263
202,0,1,264
203,0,1,265
204,0,1,266
205,0,1,267
206,0,1,268
207,0,1,269
208,0,1,271
209,0,1,272
210,0,1,273
211,0,1,274
212,0,1,281
213,0,1,282
214,0,1,283
215,0,1,284
216,0,1,287
217,0,1,288
218,0,1,290
219,0,1,292
220,0,1,293
221,0,1,294
222,0,1,295
223,0,1,296
224,0,1,297
225,0,1,298
226,0,1,300
227,0,1,304
228,0,1,305
229,0,1,306
230,0,1,307
231,0,1,308
232,0,1,310
233,0,1,311
234,0,1,312
235,0,1,313
236,0,1,314
237,0,1,315
238,0,1,316
239,0,1,317
240,0,1,319
241,0,1,320
242,0,1,321
243,0,1,322
244,0,1,323
245,0,1,324
246,0,1,325
247,0,1,326
248,0,1,327
249,0,1,328
250,0,1,329
251,0,1,330
252,0,1,331
253,0,1,332
254,0,1,333
255,0,1,334
256,0,1,335
257,0,1,336
258,0,1,337
259,0,1,338
260,0,1,340
261,0,1,343
262,0,1,344
263,0,1,346
264,0,1,347
265,0,1,348
266,0,1,349
267,0,1,350
268,0,1,352
269,0,1,353
270,0,1,354
271,0,1,355
272,0,1,356
273,0,1,357
274,0,1,359
275,0,1,360
276,0,1,361
277,0,1,362
278,0,1,363
279,0,1,364
280,0,1,368
281,0,1,369
282,0,1,370
283,0,1,371
284,0,1,372
285,0,1,373
286,0,1,375
287,0,1,376
288,0,1,377
289,0,1,378
290,0,1,379
291,0,1,380
292,0,1,382
293,0,1,383
294,0,1,384
295,0,1,385
296,0,1,386
297,0,1,387
298,0,1,388
299,0,1,389
300,0,1,390
301,0,1,391
302,0,1,392
303,0,1,393
304,0,1,395
305,0,1,396
306,0,1,397
307,0,1,398
308,0,1,399
309,0,1,400
310,0,1,401
311,0,1,403
312,0,1,404
313,0,1,405
314,0,1,406
315,0,1,407
316,0,1,408
317,0,1,411
318,0,1,412
319,0,1,413
320,0,1,415
321,0,1,416
322,0,1,417
323,0,1,418
324,0,1,419
325,0,1,420
326,0,1,422
327,0,1,424
328,0,1,425
329,0,1,426
330,0,1,427
331,0,1,428
332,0,1,429
333,0,1,431
334,0,1,432
335,0,1,433
336,0,1,434
337,0,1,435
338,0,1,437
339,0,1,438
340,0,1,439
341,0,1,440
342,0,1,441
343,0,1,442
344,0,1,444
345,0,1,445
346,0,1,446
347,0,1,447
348,0,1,449
349,0,1,450
350,0,1,451
351,0,1,452
352,0,1,453
353,0,1,454
354,0,1,455
355,0,1,456
356,0,1,457
357,0,1,458
358,0,1,460
359,0,1,461
360,0,1,462
361,0,1,463
362,0,1,464
363,0,1,465
364,0,1,467
365,0,1,469
366,0,1,470
367,0,1,471
368,0,1,472
369,0,1,473
370,0,1,476
371,0,1,477
372,0,1,478
373,0,1,483
374,0,1,484
375,0,1,485
376,0,1,486
377,0,1,487
378,0,1,489
379,0,1,492
380,0,1,495
381,0,1,496
382,0,1,497
383,0,1,498
384,0,1,499
385,0,1,500
386,0,1,501
387,0,1,502
388,0,1,503
389,0,1,504
390,0,1,507
391,0,1,508
392,0,1,509
393,0,1,510
394,0,1,512
395,0,1,513
396,0,1,514
397,0,1,515
398,0,1,516
399,0,1,517
400,0,1,520
401,0,1,521
402,0,1,522
403,0,1,523
404,0,1,524
405,0,1,526
406,0,1,528
407,0,1,529
408,0,1,530
409,0,1,531
410,0,1,532
411,0,1,534
412,0,1,535
413,0,1,536
414,0,1,537
415,0,1,538
416,0,1,540
417,0,1,541
418,0,1,542
419,0,1,543
420,0,1,544
421,0,1,545
422,0,1,547
423,0,1,548
424,0,1,549
425,0,1,551
426,0,1,552
427,0,1,553
428,0,1,554
429,0,1,555
430,0,1,556
431,0,1,557
432,0,1,558
433,0,1,561
434,0,1,562
435,0,1,563
436,0,1,564
437,0,1,565
438,0,1,566
439,0,1,567
440,0,1,571
441,0,1,572
442,0,1,573
443,0,1,575
444,0,1,576
445,0,1,577
446,0,1,578
447,0,1,579
448,0,1,581
449,0,1,582
450,0,1,583
451,0,1,584
452,0,1,585
453,0,1,586
454,0,1,587
455,0,1,588
456,0,1,590
457,0,1,591
458,0,1,592
459,0,1,593
460,0,1,595
461,0,1,597
462,0,1,598
463,0,1,599
464,0,1,600
465,0,1,601
466,0,1,602
467,0,1,603
468,0,1,604
469,0,1,605
470,0,1,606
471,0,1,607
472,0,1,608
473,0,1,609
474,0,1,610
475,0,1,611
476,0,1,613
477,0,1,615
478,0,1,616
479,0,1,618
480,0,1,619
481,0,1,621
482,0,1,623
483,0,1,626
484,0,1,627
485,0,1,629
486,0,1,630
487,0,1,632
488,0,1,633
489,0,1,634
490,0,1,635
491,0,1,636
492,0,1,637
493,0,1,640
494,0,1,642
495,0,1,645
496,0,1,646
497,0,1,648
498,0,1,649
499,0,1,650
500,0,1,651
501,0,1,652
502,0,1,653
503,0,1,654
504,0,1,656
505,0,1,657
506,0,1,658
507,0,1,659
508,0,1,660
509,0,1,661
510,0,1,662
511,0,1,663
512,0,1,666
513,0,1,667
514,0,1,668
515,0,1,670
516,0,1,671
517,0,1,672
518,0,1,674
519,0,1,675
520,0,1,677
521,0,1,678
522,0,1,679
523,0,1,680
524,0,1,681
525,0,1,684
526,0,1,685
527,0,1,687
528,0,1,688
529,0,1,689
530,0,1,690
531,0,1,691
532,0,1,692
533,0,1,693
534,0,1,694
535,0,1,695
536,0,1,698
537,0,1,700
538,0,1,701
539,0,1,702
540,0,1,703
541,0,1,706
542,0,1,707
543,0,1,708
544,0,1,709
545,0,1,710
546,0,1,712
547,0,1,714
548,0,1,716
549,0,1,718
550,0,1,719
551,0,1,720
552,0,1,721
553,0,1,723
554,0,1,724
555,0,1,725
556,0,1,727
557,0,1,728
558,0,1,729
559,0,1,730
560,0,1,732
561,0,1,733
562,0,1,734
563,0,1,735
564,0,1,737
565,0,1,738
566,0,1,739
567,0,1,740
568,0,1,741
569,0,1,742
570,0,1,743
571,0,1,744
572,0,1,745
573,0,1,748
574,0,1,749
575,0,1,751
576,0,1,752
577,0,1,753
578,0,1,755
579,0,1,757
580,0,1,758
581,0,1,761
582,0,1,762
583,0,1,764
584,0,1,765
585,0,1,766
586,0,1,767
587,0,1,771
588,0,1,772
589,0,1,773
590,0,1,775
591,0,1,776
592,0,1,778
593,0,1,781
594,0,1,782
595,0,1,783
596,0,1,784
597,0,1,786
598,0,1,788
599,0,1,790
600,0,1,791
601,0,1,793
602,0,1,794
603,0,1,795
604,0,1,796
605,0,1,797
606,0,1,798
607,0,1,799
608,0,1,800
609,0,1,803
610,0,1,805
611,0,1,806
612,0,1,807
613,0,1,808
614,0,1,809
615,0,1,812
616,0,1,813
617,0,1,814
618,0,1,815
619,0,1,816
620,0,1,817
621,0,1,818
622,0,1,820
623,0,1,822
624,0,1,823
625,0,1,824
626,0,1,826
627,0,1,827
628,0,1,828
629,0,1,829
630,0,1,831
631,0,1,832
632,0,1,833
633,0,1,834
634,0,1,835
635,0,1,836
636,0,1,837
637,0,1,838
638,0,1,840
639,0,1,841
640,0,1,843
641,0,1,844
642,0,1,845
643,0,1,847
644,0,1,848
645,0,1,849
646,0,1,850
647,0,1,851
648,0,1,853
649,0,1,854
650,0,1,855
651,0,1,856
652,0,1,857
653,0,1,858
654,0,1,859
655,0,1,860
656,0,1,861
657,0,1,862
658,0,1,863
659,0,1,865
660,0,1,866
661,0,1,868
662,0,1,869
663,0,1,870
664,0,1,871
665,0,1,872
666,0,1,873
667,0,1,874
668,0,1,875
669,0,1,876
670,0,1,878
671,0,1,879
672,0,1,880
673,0,1,881
674,0,1,882
675,0,1,883
676,0,1,884
677,0,1,885
678,0,1,887
679,0,1,888
680,0,1,891
681,0,1,892
682,0,1,893
683,0,1,894
684,0,1,895
685,0,1,896
686,0,1,898
687,0,1,899
688,0,1,900
689,0,1,901
690,0,1,903
691,0,1,905
692,0,1,906
693,0,1,908
694,0,1,909
695,0,1,910
696,0,1,911
697,0,1,912
698,0,1,914
699,0,1,916
700,0,1,917
701,0,1,919
702,0,1,921
703,0,1,922
704,0,1,923
705,0,1,925
706,0,1,926
707,0,1,927
708,0,1,928
709,0,1,930
710,0,1,931
711,0,1,932
712,0,1,933
713,0,1,936
714,0,1,938
715,0,1,939
716,0,1,941
717,0,1,942
718,0,1,943
719,0,1,947
720,0,1,948
721,0,1,949
722,0,1,950
723,0,1,951
724,0,1,952
725,0,1,953
726,0,1,954
727,0,1,955
728,0,1,956
729,0,1,957
730,0,1,958
731,0,1,959
732,0,1,960
733,0,1,961
734,0,1,962
735,0,1,964
736,0,1,965
737,0,1,966
738,0,1,967
739,0,1,968
740,0,1,969
741,0,1,970
742,0,1,971
743,0,1,972
744,0,1,973
745,0,1,974
746,0,1,978
747,0,1,980
748,0,1,981
749,0,1,982
750,0,1,983
751,0,1,984
752,0,1,987
753,0,1,990
754,0,1,992
755,0,1,993
756,0,1,994
757,0,1,996
758,0,1,997
759,0,1,998
760,0,1,999
761,0,1,1001
762,0,1,1002
763,0,1,1003
764,0,1,1005
765,0,1,1006
766,0,1,1007
767,0,1,1008
768,0,1,1009
769,0,1,1010
770,0,1,1011
771,0,1,1012
772,0,1,1013
773,0,1,1014
774,0,1,1015
775,0,1,1016
776,0,1,1017
777,0,1,1019
778,0,1,1020
779,0,1,1021
780,0,1,1022
781,0,1,1023
782,0,1,1024
783,0,1,1025
784,0,1,1026
785,0,1,1027
786,0,1,1028
787,0,1,1029
788,0,1,1030
789,0,1,1031
790,0,1,1032
791,0,1,1034
792,0,1,1035
793,0,1,1036
794,0,1,1037
795,0,1,1038
796,0,1,1041
797,0,1,1042
798,0,1,1044
799,0,1,1046
800,0,1,1047
801,0,1,1048
802,0,1,1049
803,0,1,1050
804,0,1,1051
805,0,1,1052
806,0,1,1053
807,0,1,1054
808,0,1,1055
809,0,1,1056
810,0,1,1059
811,0,1,1061
812,0,1,1063
813,0,1,1064
814,0,1,1067
815,0,1,1069
816,0,1,1070
817,0,1,1072
818,0,1,1074
819,0,1,1075
820,0,1,1076
821,0,1,1077
822,0,1,1078
823,0,1,1079
824,0,1,1080
825,0,1,1082
826,0,1,1083
827,0,1,1084
828,0,1,1085
829,0,1,1086
830,0,1,1087
831,0,1,1088
832,0,1,1089
833,0,1,1090
834,0,1,1093
835,0,1,1094
836,0,1,1095
837,0,1,1096
838,0,1,1097
839,0,1,1098
840,0,1,1100
841,0,1,1102
842,0,1,1103
843,0,1,1104
844,0,1,1105
845,0,1,1106
846,0,1,1107
847,0,1,1108
848,0,1,1110
849,0,1,1111
850,0,1,1112
851,0,1,1113
852,0,1,1114
853,0,1,1115
854,0,1,1117
855,0,1,1119
856,0,1,1120
857,0,1,1121
858,0,1,1123
859,0,1,1124
860,0,1,1125
861,0,1,1127
862,0,1,1128
863,0,1,1130
864,0,1,1132
865,0,1,1134
866,0,1,1135
867,0,1,1136
868,0,1,1137
869,0,1,1138
870,0,1,1139
871,0,1,1140
872,0,1,1141
873,0,1,1142
874,0,1,1144
875,0,1,1146
876,0,1,1147
877,0,1,1148
878,0,1,1149
879,0,1,1151
880,0,1,1152
881,0,1,1153
882,0,1,1154
883,0,1,1156
884,0,1,1158
885,0,1,1159
886,0,1,1160
887,0,1,1163
888,0,1,1165
889,0,1,1166
890,0,1,1167
891,0,1,1168
892,0,1,1169
893,0,1,1170
894,0,1,1171
895,0,1,1172
896,0,1,1173
897,0,1,1174
898,0,1,1176
899,0,1,1177
900,0,1,1178
901,0,1,1179
902,0,1,1180
903,0,1,1181
904,0,1,1186
905,0,1,1187
906,0,1,1190
907,0,1,1191
908,0,1,1192
909,0,1,1193
910,0,1,1194
911,0,1,1195
912,0,1,1196
913,0,1,1197
914,0,1,1198
915,0,1,1199
916,0,1,1200
917,0,1,1201
918,0,1,1202
919,0,1,1204
920,0,1,1206
921,0,1,1207
922,0,1,1208
923,0,1,1209
924,0,1,1210
925,0,1,1211
926,0,1,1212
927,0,1,1213
928,0,1,1214
929,0,1,1216
930,0,1,1217
931,0,1,1218
932,0,1,1219
933,0,1,1220
934,0,1,1221
935,0,1,1222
936,0,1,1223
937,0,1,1226
938,0,1,1227
939,0,1,1228
940,0,1,1229
941,0,1,1230
942,0,1,1231
943,0,1,1232
944,0,1,1233
945,0,1,1234
946,0,1,1235
947,0,1,1237
948,0,1,1238
949,0,1,1240
950,0,1,1243
951,0,1,1246
952,0,1,1248
953,0,1,1249
954,0,1,1250
955,0,1,1251
956,0,1,1255
957,0,1,1257
958,0,1,1258
959,0,1,1262
960,0,1,1263
961,0,1,1264
962,0,1,1265
963,0,1,1266
964,0,1,1267
965,0,1,1269
966,0,1,1270
967,0,1,1271
968,0,1,1273
969,0,1,1274
970,0,1,1277
971,0,1,1278
972,0,1,1279
973,0,1,1280
974,0,1,1281
975,0,1,1283
976,0,1,1284
977,0,1,1286
978,0,1,1287
979,0,1,1288
980,0,1,1289
981,0,1,1291
982,0,1,1293
983,0,1,1294
984,0,1,1295
985,0,1,1296
986,0,1,1298
987,0,1,1299
988,0,1,1301
989,0,1,1302
990,0,1,1303
991,0,1,1305
992,0,1,1307
993,0,1,1308
994,0,1,1309
995,0,1,1310
996,0,1,1311
997,0,1,1312
998,0,1,1313
999,0,1,1314
1000,0,1,1316
1001,0,1,1317
1002,0,1,1319
1003,0,1,1322
1004,0,1,1323
1005,0,1,1324
1006,0,1,1325
1007,0,1,1326
1008,0,1,1327
1009,0,1,1328
1010,0,1,1329
1011,0,1,1330
1012,0,1,1331
1013,0,1,1333
1014,0,1,1334
1015,0,1,1335
1016,0,1,1336
1017,0,1,1337
1018,0,1,1338
1019,0,1,1339
1020,0,1,1340
1021,0,1,1342
1022,0,1,1343
1023,0,1,1344
1024,0,1,1346
1025,0,1,1347
1026,0,1,1348
1027,0,1,1350
1028,0,1,1351
1029,0,1,1352
1030,0,1,1353
1031,0,1,1354
1032,0,1,1355
1033,0,1,1356
1034,0,1,1357
1035,0,1,1358
1036,0,1,1359
1037,0,1,1360
1038,0,1,1361
1039,0,1,1362
1040,0,1,1363
1041,0,1,1364
1042,0,1,1365
1043,0,1,1368
1044,0,1,1369
1045,0,1,1370
1046,0,1,1372
1047,0,1,1373
1048,0,1,1374
1049,0,1,1375
1050,0,1,1376
1051,0,1,1377
1052,0,1,1378
1053,0,1,1379
1054,0,1,1381
1055,0,1,1382
1056,0,1,1384
1057,0,1,1385
1058,0,1,1386
1059,0,1,1389
1060,0,1,1391
1061,0,1,1392
1062,0,1,1393
1063,0,1,1394
1064,0,1,1395
1065,0,1,1397
1066,0,1,1399
1067,0,1,1400
1068,0,1,1401
1069,0,1,1402
1070,0,1,1403
1071,0,1,1404
1072,0,1,1406
1073,0,1,1407
1074,0,1,1408
1075,0,1,1409
1076,0,1,1410
1077,0,1,1411
1078,0,1,1413
1079,0,1,1414
1080,0,1,1415
1081,0,1,1416
1082,0,1,1417
1083,0,1,1418
1084,0,1,1419
1085,0,1,1420
1086,0,1,1421
1087,0,1,1422
1088,0,1,1423
1089,0,1,1424
1090,0,1,1426
1091,0,1,1427
1092,0,1,1428
1093,0,1,1429
1094,0,1,1430
1095,0,1,1431
1096,0,1,1432
1097,0,1,1434
1098,0,1,1435
1099,0,1,1436
1100,0,1,1437
1101,0,1,1438
1102,0,1,1439
1103,0,1,1440
1104,0,1,1441
1105,0,1,1442
1106,0,1,1443
1107,0,1,1444
1108,0,1,1445
1109,0,1,1446
1110,0,1,1447
1111,0,1,1448
1112,0,1,1449
1113,0,1,1450
1114,0,1,1451
1115,0,1,1453
1116,0,1,1455
1117,0,1,1457
1118,0,1,1458
1119,0,1,1459
1120,0,1,1460
1121,0,1,1462
1122,0,1,1463
1123,0,1,1464
1124,0,1,1465
1125,0,1,1466
1126,0,1,1467
1127,0,1,1468
1128,0,1,1470
1129,0,1,1471
1130,0,1,1472
1131,0,1,1473
1132,0,1,1474
1133,0,1,1476
1134,0,1,1477
1135,0,1,1478
1136,0,1,1479
1137,0,1,1480
1138,0,1,1481
1139,0,1,1482
1140,0,1,1483
1141,0,1,1485
1142,0,1,1486
1143,0,1,1488
1144,0,1,1489
1145,0,1,1490
1146,0,1,1491
1147,0,1,1494
1148,0,1,1496
1149,0,1,1497
1150,0,1,1498
1151,0,1,1499
1152,0,1,1500
1153,0,1,1501
1154,0,1,1502
1155,0,1,1503
1156,0,1,1505
1157,0,1,1506
1158,0,1,1508
1159,0,1,1510
1160,0,1,1512
1161,0,1,1514
1162,0,1,1515
1163,0,1,1517
1164,0,1,1518
1165,0,1,1520
1166,0,1,1521
1167,0,1,1522
1168,0,1,1524
1169,0,1,1525
1170,0,1,1526
1171,0,1,1527
1172,0,1,1528
1173,0,1,1529
1174,0,1,1530
1175,0,1,1531
1176,0,1,1532
1177,0,1,1533
1178,0,1,1534
1179,0,1,1536
1180,0,1,1537
1181,0,1,1538
1182,0,1,1540
1183,0,1,1541
1184,0,1,1542
1185,0,1,1543
1186,0,1,1545
1187,0,1,1547
1188,0,1,1548
1189,0,1,1552
1190,0,1,1553
1191,0,1,1555
1192,0,1,1556
1193,0,1,1557
1194,0,1,1558
1195,0,1,1559
1196,0,1,1561
1197,0,1,1562
1198,0,1,1564
1199,0,1,1565
1200,0,1,1566
1201,0,1,1567
1202,0,1,1569
1203,0,1,1570
1204,0,1,1571
1205,0,1,1573
1206,0,1,1575
1207,0,1,1576
1208,0,1,1578
1209,0,1,1580
1210,0,1,1581
1211,0,1,1582
1212,0,1,1583
1213,0,1,1584
1214,0,1,1585
1215,0,1,1586
1216,0,1,1587
1217,0,1,1588
1218,0,1,1589
1219,0,1,1591
1220,0,1,1592
1221,0,1,1593
1222,0,1,1594
1223,0,1,1595
1224,0,1,1597
1225,0,1,1598
1226,0,1,1599
1227,0,1,1600
1228,0,1,1603
1229,0,1,1605
1230,0,1,1606
1231,0,1,1607
1232,0,1,1608
1233,0,1,1609
1234,0,1,1610
1235,0,1,1611
1236,0,1,1612
1237,0,1,1615
1238,0,1,1616
1239,0,1,1617
1240,0,1,1618
1241,0,1,1619
1242,0,1,1620
1243,0,1,1621
1244,0,1,1622
1245,0,1,1623
1246,0,1,1624
1247,0,1,1625
1248,0,1,1627
1249,0,1,1628
1250,0,1,1629
1251,0,1,1630
1252,0,1,1633
1253,0,1,1635
1254,0,1,1636
1255,0,1,1637
1256,0,1,1638
1257,0,1,1639
1258,0,1,1641
1259,0,1,1642
1260,0,1,1643
1261,0,1,1644
1262,0,1,1645
1263,0,1,1646
1264,0,1,1647
1265,0,1,1648
1266,0,1,1649
1267,0,1,1651
1268,0,1,1652
1269,0,1,1653
1270,0,1,1655
1271,0,1,1656
1272,0,1,1657
1273,0,1,1658
1274,0,1,1659
1275,0,1,1661
1276,0,1,1663
1277,0,1,1664
1278,0,1,1665
1279,0,1,1666
1280,0,1,1668
1281,0,1,1670
1282,0,1,1671
1283,0,1,1672
1284,0,1,1673
1285,0,1,1674
1286,0,1,1676
1287,0,1,1677
1288,0,1,1682
1289,0,1,1683
1290,0,1,1684
1291,0,1,1685
1292,0,1,1686
1293,0,1,1688
1294,0,1,1689
1295,0,1,1690
1296,0,1,1692
1297,0,1,1693
1298,0,1,1694
1299,0,1,1695
1300,0,1,1696
1301,0,1,1698
1302,0,1,1699
1303,0,1,1700
1304,0,1,1701
1305,0,1,1702
1306,0,1,1703
1307,0,1,1704
1308,0,1,1705
1309,0,1,1708
1310,0,1,1709
1311,0,1,1710
1312,0,1,1711
1313,0,1,1712
1314,0,1,1713
1315,0,1,1715
1316,0,1,1716
1317,0,1,1717
1318,0,1,1718
1319,0,1,1719
1320,0,1,1720
1321,0,1,1721
1322,0,1,1722
1323,0,1,1723
1324,0,1,1724
1325,0,1,1725
1326,0,1,1727
1327,0,1,1728
1328,0,1,1729
1329,0,1,1730
1330,0,1,1733
1331,0,1,1734
1332,0,1,1735
1333,0,1,1736
1334,0,1,1737
1335,0,1,1739
1336,0,1,1740
1337,0,1,1741
1338,0,1,1742
1339,0,1,1744
1340,0,1,1745
1341,0,1,1747
1342,0,1,1748
1343,0,1,1751
1344,0,1,1752
1345,0,1,1754
1346,0,1,1755
1347,0,1,1756
1348,0,1,1757
1349,0,1,1758
1350,0,1,1759
1351,0,1,1760
1352,0,1,1762
1353,0,1,1763
1354,0,1,1765
1355,0,1,1768
1356,0,1,1769
1357,0,1,1770
1358,0,1,1771
1359,0,1,1772
1360,0,1,1774
1361,0,1,1776
1362,0,1,1777
1363,0,1,1778
1364,0,1,1779
1365,0,1,1780
1366,0,1,1782
1367,0,1,1783
1368,0,1,1784
1369,0,1,1786
1370,0,1,1787
1371,0,1,1788
1372,0,1,1789
1373,0,1,1790
1374,0,1,1791
1375,0,1,1792
1376,0,1,1793
1377,0,1,1794
1378,0,1,1796
1379,0,1,1797
1380,0,1,1798
1381,0,1,1800
1382,0,1,1801
1383,0,1,1803
1384,0,1,1804
1385,0,1,1805
1386,0,1,1806
1387,0,1,1807
1388,0,1,1808
1389,0,1,1809
1390,0,1,1810
1391,0,1,1812
1392,0,1,1813
1393,0,1,1814
1394,0,1,1816
1395,0,1,1817
1396,0,1,1821
1397,0,1,1823
1398,0,1,1824
1399,0,1,1825
1400,0,1,1828
1401,0,1,1829
1402,0,1,1830
1403,0,1,1832
1404,0,1,1833
1405,0,1,1834
1406,0,1,1835
1407,0,1,1839
1408,0,1,1840
1409,0,1,1841
1410,0,1,1842
1411,0,1,1846
1412,0,1,1848
1413,0,1,1849
1414,0,1,1850
1415,0,1,1852
1416,0,1,1854
1417,0,1,1855
1418,0,1,1856
1419,0,1,1858
1420,0,1,1860
1421,0,1,1861
1422,0,1,1862
1423,0,1,1863
1424,0,1,1864
1425,0,1,1867
1426,0,1,1870
1427,0,1,1871
1428,0,1,1873
1429,0,1,1874
1430,0,1,1875
1431,0,1,1876
1432,0,1,1878
1433,0,1,1879
1434,0,1,1880
1435,0,1,1881
1436,0,1,1883
1437,0,1,1887
1438,0,1,1888
1439,0,1,1889
1440,0,1,1891
1441,0,1,1892
1442,0,1,1893
1443,0,1,1896
1444,0,1,1898
1445,0,1,1899
1446,0,1,1900
1447,0,1,1902
1448,0,1,1903
1449,0,1,1905
1450,0,1,1906
1451,0,1,1910
1452,0,1,1911
1453,0,1,1912
1454,0,1,1913
1455,0,1,1915
1456,0,1,1916
1457,0,1,1917
1458,0,1,1918
1459,0,1,1919
1460,0,1,1920
1461,0,1,1921
1462,0,1,1922
1463,0,1,1923
1464,0,1,1924
1465,0,1,1925
1466,0,1,1926
1467,0,1,1928
1468,0,1,1929
1469,0,1,1933
1470,0,1,1935
1471,0,1,1936
1472,0,1,1937
1473,0,1,1939
1474,0,1,1940
1475,0,1,1941
1476,0,1,1944
1477,0,1,1946
1478,0,1,1947
1479,0,1,1948
1480,0,1,1949
1481,0,1,1950
1482,0,1,1951
1483,0,1,1953
1484,0,1,1954
1485,0,1,1955
1486,0,1,1956
1487,0,1,1957
1488,0,1,1958
1489,0,1,1959
1490,0,1,1960
1491,0,1,1963
1492,0,1,1964
1493,0,1,1965
1494,0,1,1968
1495,0,1,1969
1496,0,1,1970
1497,0,1,1971
1498,0,1,1973
1499,0,1,1974
1500,0,1,1975
1501,0,1,1976
1502,0,1,1979
1503,0,1,1980
1504,0,1,1981
1505,0,1,1982
1506,0,1,1983
1507,0,1,1984
1508,0,1,1985
1509,0,1,1986
1510,0,1,1987
1511,0,1,1988
1512,0,1,1989
1513,0,1,1990
1514,0,1,1992
1515,0,1,1993
1516,0,1,1994
1517,0,1,1995
1518,0,1,1997
1519,0,1,2000
1520,0,1,2003
1521,0,1,2004
1522,0,1,2005
1523,0,1,2006
1524,0,1,2007
1525,0,1,2010
1526,0,1,2011
1527,0,1,2012
1528,0,1,2013
1529,0,1,2015
1530,0,1,2016
1531,0,1,2017
1532,0,1,2018
1533,0,1,2019
1534,0,1,2020
1535,0,1,2021
1536,0,1,2024
1537,0,1,2025
1538,0,1,2026
1539,0,1,2027
1540,0,1,2028
1541,0,1,2029
1542,0,1,2030
1543,0,1,2031
1544,0,1,2032
1545,0,1,2035
1546,0,1,2036
1547,0,1,2038
1548,0,1,2039
1549,0,1,2040
1550,0,1,2041
1551,0,1,2042
1552,0,1,2044
1553,0,1,2045
1554,0,1,2046
1555,0,1,2047
1556,0,1,2048
1557,0,1,2049
1558,0,1,2051
1559,0,1,2052
1560,0,1,2053
1561,0,1,2054
1562,0,1,2055
1563,0,1,2056
1564,0,1,2058
1565,0,1,2059
1566,0,1,2061
1567,0,1,2062
1568,0,1,2063
1569,0,1,2064
1570,0,1,2065
1571,0,1,2066
